set	Id	Date	Time	Center.dep	Sv.mean	Area	Trans.tilt	AlongBeamSize	AlongRingSize	Dudoso	Pulso	Rango	Frecuency	Diancia del Banco (m)
5	116	01122018	001116	16.41	-50.06	33319.2	-3.01	198.99	727.12	0	6000	500	75	258.3526484
5	116	01122018	001117	16.24	-49.73	33319.2	-3.01	198.99	727.12	0	6000	500	75	258.3526484
5	116	01122018	001118	16.24	-49.6	33319.2	-3.01	198.99	727.12	0	6000	500	75	258.3526484
5	117	01122018	001125	16.56	-49.26	32040	-3.01	167.02	795.4	0	6000	500	75	258.3526484
5	117	01122018	001127	16.79	-49.64	32040	-3.01	167.02	795.4	0	6000	500	75	258.3526484
5	117	01122018	001128	15.63	-46.39	32040	-3.01	167.02	795.4	0	6000	500	75	258.3526484
5	118	01122018	001129	17.49	-49.66	34804.8	-3.01	174.89	1092.69	0	6000	500	75	328.2362674
5	118	01122018	001130	17.6	-49.48	34356.9	-3.01	174.89	884.04	0	6000	500	75	328.2362674
5	118	01122018	001131	17.71	-49.42	34804.8	-3.01	174.89	1092.69	0	6000	500	75	328.2362674
5	119	01122018	001119	16.2	-49.4	33343.6	-3.01	209.79	740.82	0	6000	500	75	333.0097729
5	119	01122018	001120	16.6	-49.72	38815.6	-3.01	221.55	778.2	0	6000	500	75	331.8949121
5	119	01122018	001121	16.22	-49.42	34332.1	-3.01	211.13	730.96	0	6000	500	75	331.8949121
5	119	01122018	001122	16.66	-49.49	31472	-3.01	196.49	766.46	0	6000	500	75	330.2087772
5	119	01122018	001123	16.74	-49.22	34585.3	-3.01	195.8	745.14	0	6000	500	75	330.2087772
5	119	01122018	001124	16.37	-49.39	30637.9	-3.01	182.57	734.89	0	6000	500	75	330.2087772
5	120	01122018	001132	17.96	-49.05	33648.5	-3.01	167.69	915.56	0	6000	500	75	258.3526484
5	120	01122018	001133	17.89	-49.19	33648.5	-3.01	167.69	915.56	0	6000	500	75	258.3526484
5	120	01122018	001134	17.86	-48.93	33648.5	-3.01	167.69	915.56	0	6000	500	75	258.3526484
5	121	01122018	001139	18.25	-48.33	29946.3	-3.01	155.08	856.76	0	6000	500	75	319.1284539
5	121	01122018	001141	18.14	-48.75	26967.4	-3.01	141.09	734.98	0	6000	500	75	319.1284539
5	121	01122018	001142	18.55	-48.17	26020.4	-3.01	135.24	758.91	0	6000	500	75	317.755351
5	121	01122018	001143	18.57	-48.48	26124	-3.01	150.12	760.14	0	6000	500	75	317.755351
5	121	01122018	001144	18.19	-48.39	23462.9	-3.01	137.18	730.15	0	6000	500	75	317.755351
5	121	01122018	001146	18.69	-48.83	24349.8	-3.01	146.9	667.04	0	6000	500	75	310.1229367
5	121	01122018	001148	18.3	-48.37	18901.6	-3.01	115.5	730.6	0	6000	500	75	310.1229367
5	121	01122018	001148	18.26	-48.32	18325.5	-3.01	117.77	731.38	0	6000	500	75	310.1229367
5	121	01122018	001150	18.31	-48.55	18235.2	-3.01	118.82	688.35	0	6000	500	75	307.8220301
5	121	01122018	001151	18.21	-48.31	16657.5	-3.01	106.28	746.94	0	6000	500	75	307.8220301
5	122	01122018	001151	15.07	-52.06	209.5	-3.01	5.1	170.43	0	6000	500	75	307.8220301
5	122	01122018	001152	18.04	-48.84	17795.8	-3.01	128.66	748.29	0	6000	500	75	307.8220301
5	122	01122018	001153	18.27	-48.32	14243.5	-3.01	102.99	682.84	0	6000	500	75	302.4334278
5	122	01122018	001154	18.08	-47.75	14791.8	-3.01	102.92	683.87	0	6000	500	75	302.4334278
5	122	01122018	001156	17.91	-46.89	12865.1	-3.01	98.36	626.06	0	6000	500	75	302.4334278
5	123	01122018	001157	17.67	-46.47	11795.5	-3.01	97.43	747.22	0	6000	500	75	258.3526484
5	123	01122018	001158	17.54	-46.63	11795.5	-3.01	97.43	747.22	0	6000	500	75	258.3526484
5	123	01122018	001159	17.47	-46.36	11795.5	-3.01	97.43	747.22	0	6000	500	75	258.3526484
5	124	01122018	001200	17.26	-46.91	12662.9	-3.01	96.58	1082.2	0	6000	500	75	290.9554868
5	124	01122018	001201	17.3	-46.5	12662.9	-3.01	96.58	1082.2	0	6000	500	75	290.9554868
5	124	01122018	001202	16.49	-44.52	12662.9	-3.01	96.58	1082.2	0	6000	500	75	290.9554868
5	125	01122018	001204	17.2	-43.36	19730.7	-3.01	90.52	1190.27	0	6000	500	75	258.3526484
5	125	01122018	001204	16.42	-45.79	19730.7	-3.01	90.52	1190.27	0	6000	500	75	258.3526484
5	125	01122018	001206	15.4	-41.14	19730.7	-3.01	90.52	1190.27	0	6000	500	75	258.3526484
5	126	01122018	001207	17.65	-44.63	16924	-3.01	96.67	1263.16	0	6000	500	75	281.2679999
5	126	01122018	001208	16.29	-43.96	20460.4	-3.01	109.19	1263.24	0	6000	500	75	281.2679999
5	126	01122018	001209	16.26	-44.73	14113.7	-3.01	97.34	746.72	0	6000	500	75	281.2679999
5	126	01122018	001210	18.03	-44.46	16677.8	-3.01	119.99	749.19	0	6000	500	75	273.8232293
5	126	01122018	001211	16.85	-47.12	13128	-3.01	100.51	693.91	0	6000	500	75	273.8232293
5	126	01122018	001212	16.71	-47.38	12326.2	-3.01	100.75	686.14	0	6000	500	75	273.8232293
5	126	01122018	001213	16.73	-47.34	12962.8	-3.01	106.33	691.19	0	6000	500	75	270.4425943
5	126	01122018	001214	16.59	-47.6	13532.2	-3.01	104.35	630.22	0	6000	500	75	270.4425943
5	126	01122018	001215	16.4	-47.48	13301.1	-3.01	103.56	613.37	0	6000	500	75	270.4425943
5	126	01122018	001217	16.61	-47.56	16592.3	-3.01	127.52	603.73	0	6000	500	75	260.6925148
5	126	01122018	001218	16.42	-47.22	16467.8	-3.01	123.92	553.51	0	6000	500	75	260.6925148
5	126	01122018	001219	16.33	-47.15	16722.9	-3.01	127.59	606.72	0	6000	500	75	260.6925148
5	126	01122018	001220	16.24	-47.07	18294.1	-3.01	135.77	615.38	0	6000	500	75	257.1275879
5	126	01122018	001221	16.05	-47.05	18223.6	-3.01	136.77	712	0	6000	500	75	257.1275879
5	126	01122018	001222	15.86	-47.32	17653.6	-3.01	129.93	623.06	0	6000	500	75	257.1275879
5	126	01122018	001223	16.16	-47.31	15372	-3.01	112.19	611.03	0	6000	500	75	250.5660682
5	126	01122018	001225	15.59	-47.48	18898.5	-3.01	137.58	630.78	0	6000	500	75	250.5660682
5	126	01122018	001226	15.58	-46.91	16732.9	-3.01	129.05	611.03	0	6000	500	75	250.5660682
5	127	01122018	001227	14.98	-47.51	23794.8	-3.01	144.26	1019.89	0	6000	500	75	258.3526484
5	127	01122018	001228	14.97	-47.33	23794.8	-3.01	144.26	1019.89	0	6000	500	75	258.3526484
5	127	01122018	001229	14.94	-47.31	23794.8	-3.01	144.26	1019.89	0	6000	500	75	258.3526484
5	128	01122018	001230	14.7	-47.26	23511.5	-3.01	144.11	1013.61	0	6000	500	75	242.5145627
5	128	01122018	001232	15.08	-44.53	23511.5	-3.01	144.11	1013.61	0	6000	500	75	242.5145627
5	128	01122018	001232	14.59	-47.5	23511.5	-3.01	144.11	1013.61	0	6000	500	75	242.5145627
5	129	01122018	001234	14.38	-47.58	22266.3	-3.01	145.61	983.61	0	6000	500	75	258.3526484
5	129	01122018	001234	14.33	-47.95	22266.3	-3.01	145.61	983.61	0	6000	500	75	258.3526484
5	129	01122018	001236	14.31	-47.93	22266.3	-3.01	145.61	983.61	0	6000	500	75	258.3526484
5	130	01122018	001237	14.12	-47.85	21420.6	-3.01	143.85	977.32	0	6000	500	75	232.5005618
5	130	01122018	001238	14.1	-48	24058.3	-3.01	156.75	985.36	0	6000	500	75	232.5005618
5	130	01122018	001240	13.88	-47.35	20694.4	-3.01	139.2	984.16	0	6000	500	75	232.5005618
5	130	01122018	001241	14.44	-47.21	21054.9	-3.01	139.3	949.47	0	6000	500	75	229.4734628
5	130	01122018	001242	14.11	-47.45	25061.1	-3.01	156.01	955.04	0	6000	500	75	229.4734628
5	130	01122018	001243	14.02	-47.28	23576	-3.01	154.94	955.04	0	6000	500	75	229.4734628
5	131	01122018	001244	13.78	-47.42	25082.4	-3.01	162.16	939.92	0	6000	500	75	258.3526484
5	131	01122018	001245	13.74	-47.31	25082.4	-3.01	162.16	939.92	0	6000	500	75	258.3526484
5	131	01122018	001246	13.76	-47.19	25082.4	-3.01	162.16	939.92	0	6000	500	75	258.3526484
5	132	01122018	001247	13.74	-46.86	19536.4	-3.01	127.59	885.89	0	6000	500	75	211.4903561
5	132	01122018	001248	13.69	-46.94	21484.5	-3.01	135.27	890.5	0	6000	500	75	211.4903561
5	132	01122018	001250	13.46	-46.89	19610.6	-3.01	123.28	886.05	0	6000	500	75	211.4903561
5	132	01122018	001250	13.5	-47.46	22852.4	-3.01	147.57	877.05	0	6000	500	75	206.2099008
5	132	01122018	001252	13.33	-47.48	22366.4	-3.01	141.2	876.97	0	6000	500	75	206.2099008
5	132	01122018	001253	13.12	-47.68	23200.4	-3.01	152.05	876.97	0	6000	500	75	206.2099008
5	132	01122018	001254	13.22	-47.39	19116.4	-3.01	128	847.77	0	6000	500	75	197.3591819
5	132	01122018	001255	12.8	-48.22	21422.4	-3.01	131.88	845.94	0	6000	500	75	197.3591819
5	132	01122018	001256	12.53	-48.24	19564.6	-3.01	128	841.4	0	6000	500	75	197.3591819
5	133	01122018	001257	12.31	-47.97	21803.2	-3.01	130.55	830.74	0	6000	500	75	258.3526484
5	133	01122018	001258	12.59	-47.01	21803.2	-3.01	130.55	830.74	0	6000	500	75	258.3526484
5	133	01122018	001259	12.54	-46.9	21803.2	-3.01	130.55	830.74	0	6000	500	75	258.3526484
5	134	01122018	001300	12.03	-47.31	20773.3	-3.01	147.26	826.04	0	6000	500	75	185.9910643
5	134	01122018	001302	11.86	-47.45	24041.2	-3.01	149.79	826.36	0	6000	500	75	185.9910643
5	134	01122018	001303	18.4	-47.14	18487.4	-5.01	126.4	803.05	0	6000	500	75	185.9910643
5	134	01122018	001304	23.61	-46.17	19876.3	-6.01	158.25	759.85	0	6000	500	75	177.6312158
5	134	01122018	001305	23.28	-46.1	21188.2	-6.01	157.56	818.01	0	6000	500	75	177.6312158
5	134	01122018	001306	23.34	-45.93	20015.9	-6.01	154.67	818.01	0	6000	500	75	177.6312158
5	135	01122018	001308	23.1	-45.84	19840.8	-6.01	156.1	838.86	0	6000	500	75	258.3526484
5	135	01122018	001309	22.98	-45.79	19840.8	-6.01	156.1	838.86	0	6000	500	75	258.3526484
5	135	01122018	001310	22.9	-45.84	19840.8	-6.01	156.1	838.86	0	6000	500	75	258.3526484
5	136	01122018	001311	22.89	-45.82	20566.5	-6.01	149.52	830.82	0	6000	500	75	173.4987323
5	136	01122018	001312	22.82	-45.91	20566.5	-6.01	149.52	830.82	0	6000	500	75	173.4987323
5	136	01122018	001313	22.77	-45.88	20566.5	-6.01	149.52	830.82	0	6000	500	75	173.4987323
5	137	01122018	001315	22.93	-45.53	19777.4	-6.01	137.89	835.12	0	6000	500	75	258.3526484
5	137	01122018	001315	22.94	-45.3	19777.4	-6.01	137.89	835.12	0	6000	500	75	258.3526484
5	137	01122018	001316	22.95	-45.27	19777.4	-6.01	137.89	835.12	0	6000	500	75	258.3526484
5	138	01122018	001318	23.21	-45.34	19522	-6.01	122.9	844.9	0	6000	500	75	172.8466812
5	138	01122018	001319	23.1	-45.77	20555.6	-6.01	127.81	846.02	0	6000	500	75	172.8466812
5	138	01122018	001320	22.72	-46.56	20318.1	-6.01	126.16	817.05	0	6000	500	75	172.8466812
5	138	01122018	001321	22.92	-47.25	22986.7	-6.01	131.19	834.88	0	6000	500	75	173.0801984
5	138	01122018	001322	23.09	-47.99	23151.3	-6.01	131.38	824.29	0	6000	500	75	173.0801984
5	138	01122018	001323	23.43	-48.07	23048.5	-6.01	139.65	817.93	0	6000	500	75	173.0801984
5	138	01122018	001324	23.82	-47.58	20327.5	-6.01	126.57	810.77	0	6000	500	75	178.4901732
5	138	01122018	001325	24.2	-47.23	23912.7	-6.01	137.46	810.77	0	6000	500	75	178.4901732
5	138	01122018	001327	24.29	-47.03	21839.5	-6.01	136.1	810.77	0	6000	500	75	178.4901732
5	139	01122018	001328	24.61	-46.53	19050.9	-6.01	152.12	757.61	0	6000	500	75	258.3526484
5	139	01122018	001329	24.45	-46.65	19050.9	-6.01	152.12	757.61	0	6000	500	75	258.3526484
5	139	01122018	001330	24.29	-47.02	19050.9	-6.01	152.12	757.61	0	6000	500	75	258.3526484
5	140	01122018	001331	24.48	-46.82	20626.3	-6.01	158.39	729.64	0	6000	500	75	181.2058383
5	140	01122018	001332	23.98	-47.08	23190.3	-6.01	169.26	754.84	0	6000	500	75	181.2058383
5	140	01122018	001333	23.38	-47.22	20215.3	-6.01	169.31	719.38	0	6000	500	75	181.2058383
5	140	01122018	001334	24.07	-47.36	23117.2	-6.01	184.95	774.23	0	6000	500	75	180.5029248
5	140	01122018	001335	23.83	-47.36	23648.8	-6.01	185.69	752.96	0	6000	500	75	180.5029248
5	140	01122018	001337	23.45	-47.39	23971.6	-6.01	174.25	752.89	0	6000	500	75	180.5029248
5	140	01122018	001338	23.76	-47.17	23947.4	-6.01	184.07	745.77	0	6000	500	75	182.8292238
5	140	01122018	001339	23.4	-47.38	23642.8	-6.01	188.62	750.34	0	6000	500	75	182.8292238
5	140	01122018	001340	23.3	-47.06	23489.8	-6.01	187.84	751.76	0	6000	500	75	182.8292238
5	140	01122018	001342	23.16	-46.89	22181.5	-6.01	176.06	770.74	0	6000	500	75	184.4002853
5	140	01122018	001343	23.55	-47.17	23815.5	-6.01	195.63	805.27	0	6000	500	75	184.4002853
5	140	01122018	001344	23.52	-47.57	21387.6	-6.01	170.96	805.27	0	6000	500	75	184.4002853
5	141	01122018	001345	23.07	-47.61	23254.6	-6.01	181.85	810.85	0	6000	500	75	258.3526484
5	141	01122018	001347	22.98	-47.66	23254.6	-6.01	181.85	810.85	0	6000	500	75	258.3526484
5	141	01122018	001348	23.03	-47.97	23254.6	-6.01	181.85	810.85	0	6000	500	75	258.3526484
5	142	01122018	001349	23.8	-47.73	19036.4	-6.01	157.06	715.03	0	6000	500	75	189.971799
5	142	01122018	001350	23.59	-48.57	23052	-6.01	176.77	737.15	0	6000	500	75	192.6490125
5	142	01122018	001351	23.63	-48.39	20886.1	-6.01	186.14	657.66	0	6000	500	75	192.6490125
5	142	01122018	001352	24.01	-48.37	18981.4	-6.01	145.92	713.72	0	6000	500	75	197.927886
5	142	01122018	001353	23.5	-48.44	22805.9	-6.01	181.09	742.25	0	6000	500	75	197.927886
5	142	01122018	001354	22.96	-47.64	19833.3	-6.01	174.99	711.47	0	6000	500	75	197.927886
5	143	01122018	001355	25.11	-49.05	18039.5	-6.01	144.07	625.94	0	6000	500	75	258.3526484
5	143	01122018	001356	24.51	-48.79	18039.5	-6.01	144.07	625.94	0	6000	500	75	258.3526484
5	143	01122018	001358	24.61	-49.36	18039.5	-6.01	144.07	625.94	0	6000	500	75	258.3526484
5	144	01122018	001359	25.21	-49.74	14987.1	-6.01	143.73	608.09	0	6000	500	75	207.1681832
5	144	01122018	001400	25.37	-49.88	14987.1	-6.01	143.73	608.09	0	6000	500	75	207.1681832
5	144	01122018	001401	25.22	-50.02	14987.1	-6.01	143.73	608.09	0	6000	500	75	207.1681832
5	145	01122018	001402	23.82	-49.61	19675.2	-6.01	159.06	717.69	0	6000	500	75	258.3526484
5	145	01122018	001403	24.2	-50.23	19675.2	-6.01	159.06	717.69	0	6000	500	75	258.3526484
5	145	01122018	001404	23.77	-49.11	19675.2	-6.01	159.06	717.69	0	6000	500	75	258.3526484
5	146	01122018	001405	21.47	-49.43	28684.4	-6.01	212.61	693.71	0	6000	500	75	217.82614
5	146	01122018	001406	21.24	-48.98	32814.7	-6.01	219.54	714.08	0	6000	500	75	217.82614
5	146	01122018	001408	21.73	-48.76	30411.5	-6.01	215.18	693.31	0	6000	500	75	217.82614
5	147	01122018	001412	23.81	-47.59	33951.5	-6.01	197.97	814.51	0	6000	500	75	229.85286
5	147	01122018	001413	24.22	-47.46	36610.3	-6.01	198.94	814.98	0	6000	500	75	229.85286
5	147	01122018	001414	24.28	-47.25	34301.6	-6.01	198.68	814.51	0	6000	500	75	229.85286
5	148	01122018	001415	24.86	-47.49	40611.4	-6.01	215.28	887.55	0	6000	500	75	258.3526484
5	148	01122018	001417	24.68	-47.51	40611.4	-6.01	215.28	887.55	0	6000	500	75	258.3526484
5	148	01122018	001418	24.74	-47.37	40611.4	-6.01	215.28	887.55	0	6000	500	75	258.3526484
5	149	01122018	001419	25.15	-47.61	39371.5	-6.01	212.18	826.29	0	6000	500	75	241.9602146
5	149	01122018	001420	25.25	-47.62	41537.3	-6.01	214.44	890.43	0	6000	500	75	241.9602146
5	149	01122018	001421	25.51	-47.79	39007.4	-6.01	206.62	826.36	0	6000	500	75	245.3881228
5	149	01122018	001422	26.42	-47.79	39136.7	-6.01	207.1	861.86	0	6000	500	75	253.1929935
5	149	01122018	001423	26.75	-48.03	40944.2	-6.01	206.81	906.34	0	6000	500	75	253.1929935
5	149	01122018	001425	27.18	-47.88	38141.9	-6.01	205.5	881.03	0	6000	500	75	253.1929935
5	150	01122018	001425	27.99	-48.51	41560.4	-6.01	209.74	1075.2	0	6000	500	75	258.3526484
5	150	01122018	001427	27.8	-48.62	41560.4	-6.01	209.74	1075.2	0	6000	500	75	258.3526484
5	150	01122018	001428	27.84	-48.91	41560.4	-6.01	209.74	1075.2	0	6000	500	75	258.3526484
5	151	01122018	001429	27.79	-48.98	40759.8	-6.01	206.74	963.39	0	6000	500	75	262.643831
5	151	01122018	001430	28.13	-48.6	40759.8	-6.01	206.74	963.39	0	6000	500	75	262.643831
5	151	01122018	001431	27.64	-48.69	40759.8	-6.01	206.74	963.39	0	6000	500	75	262.643831
5	152	01122018	001435	28.45	-47.27	39445.3	-6.01	200.88	1007.76	0	6000	500	75	273.4914252
5	152	01122018	001437	29.55	-47.6	40891.2	-6.01	202.76	1007.76	0	6000	500	75	273.4914252
5	152	01122018	001438	29.13	-48.2	38136.8	-6.01	199.49	825.02	0	6000	500	75	273.4914252
5	152	01122018	001439	29.91	-48.28	39306.5	-6.01	198.68	785.26	0	6000	500	75	279.6508687
5	152	01122018	001440	29.73	-48.57	38247.1	-6.01	196.25	775.14	0	6000	500	75	279.6508687
5	152	01122018	001441	30.45	-48.22	36863.3	-6.01	194.94	775.14	0	6000	500	75	279.6508687
5	152	01122018	001442	29.78	-48.32	34893	-6.01	190.05	727.68	0	6000	500	75	283.1702869
5	152	01122018	001443	30.3	-48.39	36093	-6.01	190.62	790.02	0	6000	500	75	283.1702869
5	152	01122018	001444	29.9	-48.65	33884.5	-6.01	189.1	790.02	0	6000	500	75	283.1702869
5	153	01122018	001455	31.66	-48.15	25907.3	-6.01	168.88	1035.17	0	6000	500	75	301.211973
5	153	01122018	001457	31.62	-48.6	31432.9	-6.01	176.85	1284.01	0	6000	500	75	301.211973
5	153	01122018	001458	32.57	-48.71	28765.5	-6.01	176.77	1137.3	0	6000	500	75	301.211973
6	28	01122018	131337	16.97	-46.67	16426.4	-4.01	190.1	672.7	0	6000	500	75	165.1068411
6	28	01122018	131338	17.26	-46.92	19940.2	-4.01	193.25	697.05	0	6000	500	75	165.1068411
6	28	01122018	131339	17.27	-46.65	19267.3	-4.01	188.46	695.67	0	6000	500	75	165.1068411
6	28	01122018	131340	18.7	-48.29	29846.6	-4.01	228.63	642.51	0	6000	500	75	169.2143407
6	28	01122018	131341	18.72	-47.72	29271.5	-4.01	228.67	832.77	0	6000	500	75	169.2143407
6	28	01122018	131343	19.57	-47.77	29679.3	-4.01	228.67	738.92	0	6000	500	75	169.2143407
6	28	01122018	131344	19.64	-48.77	30991.3	-4.01	226.05	840.77	0	6000	500	75	172.9950086
6	28	01122018	131345	19.84	-48.97	31785.7	-4.01	213.32	735.55	0	6000	500	75	172.9950086
6	28	01122018	131346	19.89	-49.18	32824.9	-4.01	210.91	735.21	0	6000	500	75	172.9950086
6	28	01122018	131347	20.7	-48.96	35511.7	-4.01	228.65	780.25	0	6000	500	75	186.4113072
6	28	01122018	131348	19.65	-48.06	29296.9	-4.01	165.66	757.27	0	6000	500	75	186.4113072
6	28	01122018	131350	20.43	-48.15	39152.7	-4.01	226.55	778.01	0	6000	500	75	186.4113072
6	28	01122018	131353	21.13	-49.81	38765.4	-4.01	207.12	819.43	0	6000	500	75	191.8446179
6	28	01122018	131354	22.49	-49.73	36700	-4.01	228.1	769.5	0	6000	500	75	204.1496744
6	28	01122018	131357	23.1	-48.89	34959.3	-4.01	223.88	783.61	0	6000	500	75	204.1496744
6	29	01122018	131358	23.17	-49.12	44472.5	-4.01	248.2	935.51	0	6000	500	75	198.402567
6	29	01122018	131359	23.25	-48.6	44472.5	-4.01	248.2	935.51	0	6000	500	75	198.402567
6	29	01122018	131400	23.4	-48.62	44472.5	-4.01	248.2	935.51	0	6000	500	75	198.402567
6	30	01122018	131411	22.2	-48.52	52340.9	-4.01	224.76	1295	0	6000	500	75	259.6902537
6	30	01122018	131413	22.4	-48.16	52340.9	-4.01	224.76	1295	0	6000	500	75	259.6902537
6	30	01122018	131414	22.94	-47.69	52340.9	-4.01	224.76	1295	0	6000	500	75	259.6902537
6	31	01122018	131418	23.34	-47.86	53767.8	-4.01	237.9	1032.25	0	6000	500	75	270.2554153
6	31	01122018	131420	23.24	-48.3	56872.9	-4.01	238.69	1095.33	0	6000	500	75	270.2554153
6	31	01122018	131421	23.05	-48.36	55052.2	-4.01	238.52	1032.25	0	6000	500	75	270.2554153
6	31	01122018	131422	23.29	-48.23	59649.9	-4.01	242.48	1194.51	0	6000	500	75	272.5183153
6	31	01122018	131423	23.3	-48.07	63338.3	-4.01	247.65	1450.48	0	6000	500	75	272.5183153
6	31	01122018	131425	23.34	-48.44	63910.4	-4.01	246.55	1450.88	0	6000	500	75	272.5183153
6	31	01122018	131426	28.27	-51.7	142.4	-4.01	3.93	159.31	0	6000	500	75	279.524804
6	31	01122018	131429	23.3	-46.19	55783.3	-4.01	223.95	1269.68	0	6000	500	75	291.3148454
6	31	01122018	131430	22.82	-46.65	62685.1	-4.01	226.65	1270.64	0	6000	500	75	291.3148454
6	31	01122018	131431	23.57	-46.15	59159.3	-4.01	226.55	1270.64	0	6000	500	75	291.3148454
6	32	01122018	131432	10.16	-45.64	69054.4	-2.01	223.24	1324.19	0	6000	500	75	198.402567
6	32	01122018	131433	10.37	-45.11	69054.4	-2.01	223.24	1324.19	0	6000	500	75	198.402567
6	32	01122018	131435	11.14	-45.74	69054.4	-2.01	223.24	1324.19	0	6000	500	75	198.402567
6	33	01122018	131436	12.17	-45.45	62202.2	-2.01	219.26	1334.22	0	6000	500	75	305.1469987
6	33	01122018	131437	12.37	-45.26	65679.9	-2.01	221.38	1334.22	0	6000	500	75	305.1469987
6	33	01122018	131438	12.17	-48.06	59954.3	-2.01	218.37	1333.27	0	6000	500	75	305.1469987
6	34	01122018	131736	21.24	-50.82	7336.2	-4.01	103.75	407.67	0	6000	500	75	205.3280551
6	34	01122018	131738	21.54	-50.45	10014.3	-4.01	121.63	434.16	0	6000	500	75	205.3280551
6	34	01122018	131739	21.31	-50.74	9285.9	-4.01	121.06	434.16	0	6000	500	75	205.3280551
6	34	01122018	131739	22.09	-46.31	12599.9	-4.01	145.26	512.42	0	6000	500	75	203.7782617
6	34	01122018	131741	20.37	-48.74	13239.8	-4.01	145.57	512.55	0	6000	500	75	203.7782617
6	34	01122018	131743	22.23	-50.74	14996.7	-4.01	167.93	512.42	0	6000	500	75	203.7782617
6	34	01122018	131744	22	-50.93	15757.9	-4.01	173.72	576.3	0	6000	500	75	203.6009127
6	34	01122018	131745	21.6	-50.86	15130.3	-4.01	163.88	545.26	0	6000	500	75	203.6009127
6	34	01122018	131746	20.99	-50.86	15374.4	-4.01	168.69	586.23	0	6000	500	75	203.6009127
6	34	01122018	131747	23.05	-50.4	19146.9	-4.01	173.03	584.56	0	6000	500	75	206.9696743
6	34	01122018	131748	22.4	-50.69	20880.4	-4.01	190.03	673.62	0	6000	500	75	206.9696743
6	34	01122018	131749	21.92	-50.14	21863.4	-4.01	187.72	627.32	0	6000	500	75	206.9696743
6	34	01122018	131751	22.23	-50.1	23707.3	-4.01	183.73	653.96	0	6000	500	75	209.016502
6	34	01122018	131752	21.95	-49.77	23922.4	-4.01	177.61	662.16	0	6000	500	75	209.016502
6	34	01122018	131753	21.68	-49.89	25768	-4.01	186.4	684.34	0	6000	500	75	209.016502
6	35	01122018	131733	22.92	-39.36	2537.7	-4.01	28.2	396.73	0	6000	500	75	198.402567
6	35	01122018	131734	22.9	-51.21	2537.7	-4.01	28.2	396.73	0	6000	500	75	198.402567
6	35	01122018	131735	22.87	-50.77	2537.7	-4.01	28.2	396.73	0	6000	500	75	198.402567
6	36	01122018	131753	14.47	-52.49	682.2	-4.01	23.36	200.45	0	6000	500	75	209.016502
6	36	01122018	131754	22.02	-49.86	24719.8	-4.01	195.99	708.95	0	6000	500	75	201.9099424
6	36	01122018	131755	21.9	-49.96	28016.5	-4.01	189.58	723.16	0	6000	500	75	201.9099424
6	36	01122018	131757	21.37	-49.37	22615	-4.01	169.69	709.21	0	6000	500	75	201.9099424
6	37	01122018	131758	23.55	-49.73	15184.7	-5.01	128.04	560.85	0	6000	500	75	198.402567
6	37	01122018	131759	40.72	-49.94	15184.7	-9.01	128.04	560.85	0	6000	500	75	198.402567
6	37	01122018	131800	40.52	-49.91	15184.7	-9.01	128.04	560.85	0	6000	500	75	198.402567
6	38	01122018	131801	39.59	-49.77	15815	-9.01	129	529.96	0	6000	500	75	180.6563285
6	38	01122018	131803	44.24	-47.15	17830.3	-9.01	127.88	581.15	0	6000	500	75	180.6563285
6	38	01122018	131804	38.55	-49.46	15533.1	-9.01	126.47	581.56	0	6000	500	75	180.6563285
6	38	01122018	131805	47.49	-46.14	15986.4	-9.01	122.39	588.77	0	6000	500	75	162.4846509
6	38	01122018	131806	40.93	-46.7	21597.4	-9.01	158.13	1132.81	0	6000	500	75	162.4846509
6	38	01122018	131807	41.62	-45.83	18668.1	-9.01	138.03	576.46	0	6000	500	75	162.4846509
6	39	01122018	131808	40.92	-46.6	20457	-9.01	122.23	691.94	0	6000	500	75	198.402567
6	39	01122018	131809	43.15	-45.69	20457	-9.01	122.23	691.94	0	6000	500	75	198.402567
6	39	01122018	131810	36.8	-46.88	20457	-9.01	122.23	691.94	0	6000	500	75	198.402567
6	40	01122018	131812	37.1	-48.58	20890.9	-9.01	115.34	734.06	0	6000	500	75	150.1466253
6	40	01122018	131813	37.11	-48.47	20890.9	-9.01	115.34	734.06	0	6000	500	75	150.1466253
6	40	01122018	131814	36.63	-48.6	20890.9	-9.01	115.34	734.06	0	6000	500	75	150.1466253
6	41	01122018	131815	36.35	-48.37	20818.8	-9.01	113.93	714.4	0	6000	500	75	198.402567
6	41	01122018	131816	36.36	-48.35	20818.8	-9.01	113.93	714.4	0	6000	500	75	198.402567
6	41	01122018	131818	32.71	-48.2	20818.8	-8.01	113.93	714.4	0	6000	500	75	198.402567
6	42	01122018	131819	32.66	-48.17	22368.1	-8.01	113.1	797	0	6000	500	75	133.9183338
6	42	01122018	131820	32.74	-48.21	24564.7	-8.01	116.43	846.02	0	6000	500	75	133.9183338
6	42	01122018	131821	35.76	-45.08	23096.5	-8.01	110.93	839.39	0	6000	500	75	133.9183338
6	42	01122018	131822	35.27	-46.91	25385.2	-8.01	116.79	775.7	0	6000	500	75	129.8951345
6	42	01122018	131823	33.12	-48.48	24939	-8.01	116.79	808.54	0	6000	500	75	129.8951345
6	42	01122018	131824	36.71	-46.11	25466.2	-8.01	116.7	873.63	0	6000	500	75	129.8951345
