set	Id	Date	Time	Center.dep	Sv.mean	Area	Trans.tilt	AlongBeamSize	AlongRingSize	Dudoso	Pulso	Rango	Frecuency	Diancia del Banco (m)
29	35	12122018	064715	11.31	-51.13	1348.5	-2	20.98	263.4	0	4000	400	76	192.6483086
29	35	12122018	064717	11.39	-38.76	1350.5	-2	21.03	322.55	0	4000	400	76	192.6483086
29	35	12122018	064718	11.19	-46.46	1002.7	-2	19.81	257.73	0	4000	400	76	192.6483086
29	35	12122018	064719	11.29	-47.68	339	-2	7.56	192.44	0	4000	400	76	192.6483086
29	36	12122018	064648	6.05	-47.62	942.2	-2	17.64	214.98	0	4000	400	76	204.7260464
29	36	12122018	064649	6.06	-48.03	942.2	-2	17.64	214.98	0	4000	400	76	204.7260464
29	36	12122018	064650	6.08	-49.6	942.2	-2	17.64	214.98	0	4000	400	76	204.7260464
29	36	12122018	064650	6.03	-48.37	942.2	-2	17.64	214.98	0	4000	400	76	204.7260464
29	37	12122018	064648	10.22	-48.1	969.8	-2	13.49	344.43	0	4000	400	76	204.7260464
29	37	12122018	064649	10.21	-48.81	969.8	-2	13.49	344.43	0	4000	400	76	204.7260464
29	37	12122018	064650	10.19	-48.12	969.8	-2	13.49	344.43	0	4000	400	76	204.7260464
29	37	12122018	064650	10.2	-48.72	969.8	-2	13.49	344.43	0	4000	400	76	204.7260464
29	38	12122018	064648	9.36	-45.55	614.1	-2	7.51	372.12	0	4000	400	76	204.7260464
29	38	12122018	064649	9.35	-49.37	614.1	-2	7.51	372.12	0	4000	400	76	204.7260464
29	38	12122018	064650	9.35	-48.64	614.1	-2	7.51	372.12	0	4000	400	76	204.7260464
29	38	12122018	064650	9.36	-42.88	614.1	-2	7.51	372.12	0	4000	400	76	204.7260464
29	39	12122018	064648	9.6	-49.59	180.9	-2	3.79	216.44	0	4000	400	76	204.7260464
29	39	12122018	064649	9.61	-52.12	180.9	-2	3.79	216.44	0	4000	400	76	204.7260464
29	39	12122018	064650	9.6	-48.44	180.9	-2	3.79	216.44	0	4000	400	76	204.7260464
29	39	12122018	064650	9.62	-41.87	180.9	-2	3.79	216.44	0	4000	400	76	204.7260464
29	40	12122018	064749	8.85	-42.23	870.9	-2	15.57	289.19	0	4000	400	76	204.7260464
29	40	12122018	064750	8.72	-48.94	870.9	-2	15.57	289.19	0	4000	400	76	204.7260464
29	40	12122018	064750	8.72	-49.62	870.9	-2	15.57	289.19	0	4000	400	76	204.7260464
29	40	12122018	064751	8.68	-47.65	870.9	-2	15.57	289.19	0	4000	400	76	204.7260464
29	41	12122018	064737	11.16	-49.27	550.1	-2	9.15	252.93	0	4000	400	76	204.7260464
29	41	12122018	064737	11.16	-49.45	550.1	-2	9.15	252.93	0	4000	400	76	204.7260464
29	41	12122018	064739	11.1	-42.01	550.1	-2	9.15	252.93	0	4000	400	76	204.7260464
29	41	12122018	064740	11.16	-49.97	550.1	-2	9.15	252.93	0	4000	400	76	204.7260464
29	42	12122018	064741	9.63	-49.15	433.4	-2	8.61	272.37	0	4000	400	76	211.567135
29	42	12122018	064742	9.58	-40.17	721.4	-2	11.51	321.01	0	4000	400	76	211.567135
29	42	12122018	064743	9.65	-49.23	294.5	-2	5.98	272.37	0	4000	400	76	211.567135
29	42	12122018	064743	9.65	-49.57	278.4	-2	5.98	272.37	0	4000	400	76	211.567135
29	43	12122018	064741	11.08	-48.93	796.6	-2	26.22	298.87	0	4000	400	76	211.567135
29	43	12122018	064742	11.1	-49.87	1376.8	-2	31.78	298.87	0	4000	400	76	211.567135
29	43	12122018	064743	11.13	-48.85	943.3	-2	28.06	255.98	0	4000	400	76	211.567135
29	43	12122018	064743	11.09	-45.87	1292	-2	27.3	316.7	0	4000	400	76	211.567135
29	43	12122018	064745	11.53	-50.58	1166.4	-2	28.25	255.23	0	4000	400	76	219.0626023
29	43	12122018	064746	11.25	-48.12	438	-2	8.42	191.76	0	4000	400	76	219.0626023
29	43	12122018	064746	11.49	-49.91	950.9	-2	26.49	255.74	0	4000	400	76	219.0626023
29	43	12122018	064748	11.28	-47.8	458.8	-2	8.39	255.23	0	4000	400	76	219.0626023
29	44	12122018	064743	8.76	-50.78	371.4	-2	9.13	199.89	0	4000	400	76	211.567135
29	44	12122018	064745	8.82	-48.2	196.1	-2	4.86	149.03	0	4000	400	76	219.0626023
29	44	12122018	064746	8.82	-48.72	186.3	-2	4.62	149.03	0	4000	400	76	219.0626023
29	44	12122018	064746	8.83	-49.47	290	-2	6.29	198.26	0	4000	400	76	219.0626023
29	44	12122018	064748	8.82	-49.24	246.5	-2	5.29	198.26	0	4000	400	76	219.0626023
29	45	12122018	064749	11.38	-47.72	187.5	-2	3.24	193.01	0	4000	400	76	204.7260464
29	45	12122018	064750	11.39	-49.17	187.5	-2	3.24	193.01	0	4000	400	76	204.7260464
29	45	12122018	064750	11.39	-50.64	187.5	-2	3.24	193.01	0	4000	400	76	204.7260464
29	45	12122018	064751	11.39	-49.6	187.5	-2	3.24	193.01	0	4000	400	76	204.7260464
29	46	12122018	064749	11.63	-50.14	292.9	-2	5.24	262.26	0	4000	400	76	204.7260464
29	46	12122018	064750	11.59	-46.19	292.9	-2	5.24	262.26	0	4000	400	76	204.7260464
29	46	12122018	064750	11.63	-45.82	292.9	-2	5.24	262.26	0	4000	400	76	204.7260464
29	46	12122018	064751	11.63	-50.63	292.9	-2	5.24	262.26	0	4000	400	76	204.7260464
29	47	12122018	064752	8.44	-50.38	379	-2	9.06	235.09	0	4000	400	76	228.4065144
29	47	12122018	064753	8.7	-50.23	1549.2	-2	31.68	344.1	0	4000	400	76	231.6846795
29	47	12122018	064755	8.68	-49.82	1252.7	-2	29.87	332.63	0	4000	400	76	231.6846795
29	47	12122018	064755	8.66	-48.64	1863.8	-2	33.04	344.49	0	4000	400	76	231.6846795
29	47	12122018	064756	8.87	-48.67	2131.6	-2	32.85	306.18	0	4000	400	76	237.378709
29	47	12122018	064757	8.88	-49.41	1833.7	-2	32.85	301.96	0	4000	400	76	237.378709
29	47	12122018	064758	8.89	-49.06	2339.6	-2	32.54	348.52	0	4000	400	76	237.378709
29	47	12122018	064759	8.87	-48.79	2058.9	-2	30.9	341.48	0	4000	400	76	237.378709
29	48	12122018	064752	11.53	-48.08	629.3	-2	23.22	198.1	0	4000	400	76	228.4065144
29	48	12122018	064753	11.56	-50.43	1616	-2	26.87	268.98	0	4000	400	76	231.6846795
29	48	12122018	064755	11.34	-49.63	588.6	-2	9.94	252.76	0	4000	400	76	231.6846795
29	48	12122018	064755	11.33	-49.59	623.7	-2	10.25	252.76	0	4000	400	76	231.6846795
29	48	12122018	064756	11.78	-44.99	1198.7	-2	20.62	323.58	0	4000	400	76	237.378709
29	48	12122018	064757	11.69	-49.56	1057.8	-2	17.43	323.58	0	4000	400	76	237.378709
29	48	12122018	064758	11.63	-49.63	1374	-2	19.5	324.64	0	4000	400	76	237.378709
29	48	12122018	064759	11.63	-45.28	1021.3	-2	15.11	324.64	0	4000	400	76	237.378709
29	49	12122018	064800	9.66	-50.07	2468.1	-2	28.32	428.53	0	4000	400	76	204.7260464
29	49	12122018	064801	9.47	-43.53	2468.1	-2	28.32	428.53	0	4000	400	76	204.7260464
29	49	12122018	064802	9.67	-49.56	2468.1	-2	28.32	428.53	0	4000	400	76	204.7260464
29	49	12122018	064803	9.61	-48.3	2468.1	-2	28.32	428.53	0	4000	400	76	204.7260464
29	50	12122018	064800	10.89	-49.18	513.2	-2	8.68	247.24	0	4000	400	76	204.7260464
29	50	12122018	064801	10.88	-47.8	513.2	-2	8.68	247.24	0	4000	400	76	204.7260464
29	50	12122018	064802	10.89	-48.08	513.2	-2	8.68	247.24	0	4000	400	76	204.7260464
29	50	12122018	064803	10.89	-47.79	513.2	-2	8.68	247.24	0	4000	400	76	204.7260464
29	51	12122018	064804	9.58	-49.16	2162.1	-2	49.3	350.46	0	4000	400	76	246.9176396
29	51	12122018	064805	9.47	-49.55	3879.2	-2	51.38	433.81	0	4000	400	76	246.9176396
29	51	12122018	064806	9.46	-49.77	2762.7	-2	49.61	378.9	0	4000	400	76	246.9176396
29	51	12122018	064807	9.42	-49.6	3761.4	-2	51.47	430.82	0	4000	400	76	246.9176396
29	51	12122018	064808	9.74	-43.25	3072.5	-2	56.14	383.45	0	4000	400	76	254.4117439
29	51	12122018	064809	10.01	-50.05	3159	-2	65.18	385.42	0	4000	400	76	254.4117439
29	51	12122018	064810	10.04	-49.67	3363.9	-2	66.56	383.16	0	4000	400	76	254.4117439
29	51	12122018	064811	9.99	-49.84	3351.7	-2	68.64	331.51	0	4000	400	76	254.4117439
29	51	12122018	064812	10.62	-49.83	3033.2	-2	79.05	335.3	0	4000	400	76	259.9739066
29	51	12122018	064813	10.74	-48.89	2413.7	-2	76.41	338.06	0	4000	400	76	259.9739066
29	51	12122018	064814	10.72	-49.71	3036.8	-2	79.51	295.22	0	4000	400	76	259.9739066
29	51	12122018	064815	11.76	-49.33	1100.2	-2	19.12	270.14	0	4000	400	76	259.9739066
29	51	12122018	064816	11.97	-50.28	1437.1	-2	21.12	345.63	0	4000	400	76	263.1462777
29	51	12122018	064817	12	-48.57	898.2	-2	13.76	336.41	0	4000	400	76	263.1462777
29	51	12122018	064818	11.93	-48.24	307.1	-2	4.67	269.13	0	4000	400	76	263.1462777
29	51	12122018	064818	11.92	-48.57	242.7	-2	3.77	269.13	0	4000	400	76	263.1462777
29	52	12122018	064804	10.87	-48.73	446.6	-2	8.08	246.23	0	4000	400	76	246.9176396
29	52	12122018	064805	10.86	-49.6	579.2	-2	10.87	246.53	0	4000	400	76	246.9176396
29	52	12122018	064806	10.83	-48.74	385	-2	8.22	246.23	0	4000	400	76	246.9176396
29	52	12122018	064807	10.84	-50.23	398.6	-2	8.22	246.23	0	4000	400	76	246.9176396
29	52	12122018	064808	11.66	-48.92	248.6	-2	4.55	197.87	0	4000	400	76	254.4117439
29	52	12122018	064809	11.67	-47.1	196.2	-2	3.53	197.83	0	4000	400	76	254.4117439
29	52	12122018	064810	11.67	-49.46	177.5	-2	3.72	197.83	0	4000	400	76	254.4117439
29	52	12122018	064811	11.68	-48.79	182.2	-2	3.53	197.79	0	4000	400	76	254.4117439
29	52	12122018	064812	12.2	-52.09	229.7	-2	5.24	206.97	0	4000	400	76	259.9739066
29	52	12122018	064813	12.2	-49.75	164.6	-2	4.51	206.45	0	4000	400	76	259.9739066
29	53	12122018	064814	9.19	-50.03	226	-2	5.03	207.71	0	4000	400	76	259.9739066
29	53	12122018	064815	10.12	-50.53	3267.3	-2	62.87	430.31	0	4000	400	76	259.9739066
29	53	12122018	064816	10.28	-49.43	3640.4	-2	65.18	374.68	0	4000	400	76	263.1462777
29	53	12122018	064817	9.94	-46.58	3505.8	-2	63.25	302.47	0	4000	400	76	263.1462777
29	53	12122018	064818	10.42	-45.88	3780.7	-2	69.88	272.21	0	4000	400	76	263.1462777
29	53	12122018	064818	10.18	-49.67	4556.5	-2	72.21	313.73	0	4000	400	76	263.1462777
29	53	12122018	064820	10.66	-49.27	5382.3	-2	87.54	334.46	0	4000	400	76	268.2124513
29	53	12122018	064820	10.58	-48.65	5961.1	-2	88.33	411.99	0	4000	400	76	268.2124513
29	53	12122018	064822	10.62	-49.09	6431.8	-2	90.71	529.2	0	4000	400	76	268.2124513
29	53	12122018	064822	10.4	-48.71	7206	-2	92.57	592.03	0	4000	400	76	268.2124513
29	53	12122018	064823	10.69	-45.25	7356.2	-2	92.64	585.33	0	4000	400	76	271.1290568
29	53	12122018	064825	10.87	-45.74	7503.3	-2	97.67	533.16	0	4000	400	76	271.1290568
29	53	12122018	064826	9.98	-44.63	6684.7	-2	81.2	533.12	0	4000	400	76	271.1290568
29	53	12122018	064827	10.59	-49.91	6081.4	-2	81.15	468.08	0	4000	400	76	271.1290568
29	53	12122018	064828	10.96	-49.94	5232.6	-2	80.01	466.03	0	4000	400	76	275.5548727
29	53	12122018	064829	10.68	-48.24	3895.8	-2	67.78	465.73	0	4000	400	76	275.5548727
29	53	12122018	064830	10.87	-48.47	3571.1	-2	67.54	399.54	0	4000	400	76	275.5548727
29	53	12122018	064831	10.87	-49.92	3607.5	-2	66.73	399.54	0	4000	400	76	275.5548727
29	53	12122018	064832	11.36	-49.32	3355.7	-2	64.06	415.5	0	4000	400	76	282.7461163
29	53	12122018	064833	11.49	-48.65	2179.9	-2	55.09	333.74	0	4000	400	76	282.7461163
29	53	12122018	064834	11.26	-49.15	3255.8	-2	60.03	418.42	0	4000	400	76	282.7461163
29	53	12122018	064835	11.17	-45.98	2526.8	-2	53.54	356.23	0	4000	400	76	282.7461163
29	54	12122018	064836	11.76	-47.19	1324.5	-2	14.69	404.9	0	4000	400	76	204.7260464
29	54	12122018	064836	11.74	-48.07	1324.5	-2	14.69	404.9	0	4000	400	76	204.7260464
29	54	12122018	064838	11.79	-45.13	1324.5	-2	14.69	404.9	0	4000	400	76	204.7260464
29	54	12122018	064838	11.76	-48.17	1324.5	-2	14.69	404.9	0	4000	400	76	204.7260464
29	55	12122018	064836	10.91	-49.24	2014.6	-2	27.46	367.1	0	4000	400	76	204.7260464
29	55	12122018	064836	10.9	-48.4	2014.6	-2	27.46	367.1	0	4000	400	76	204.7260464
29	55	12122018	064838	10.91	-48.27	2014.6	-2	27.46	367.1	0	4000	400	76	204.7260464
29	55	12122018	064838	11.04	-47.32	2014.6	-2	27.46	367.1	0	4000	400	76	204.7260464
29	56	12122018	064840	10.22	-48.98	2827.3	-2	67.32	371.59	0	4000	400	76	286.0424268
29	56	12122018	064841	10.02	-49.23	4501.5	-2	79.6	426.21	0	4000	400	76	286.0424268
29	56	12122018	064842	10.12	-49.13	3593.6	-2	78.98	350.95	0	4000	400	76	286.0424268
29	56	12122018	064843	10.1	-49.39	4205.8	-2	81.46	419.6	0	4000	400	76	286.0424268
29	56	12122018	064844	10.3	-48	3669	-2	81.39	461.49	0	4000	400	76	288.2562367
29	56	12122018	064845	10.36	-47.93	2477.7	-2	79.03	400	0	4000	400	76	288.2562367
29	56	12122018	064846	10.65	-49.5	3374.8	-2	79.39	429	0	4000	400	76	288.2562367
29	56	12122018	064847	10.68	-48.89	2233	-2	79.24	422.12	0	4000	400	76	288.2562367
29	57	12122018	064848	10.71	-48.46	1175.8	-2	19.31	248.25	0	4000	400	76	204.7260464
29	57	12122018	064849	10.79	-48.39	1175.8	-2	19.31	248.25	0	4000	400	76	204.7260464
29	57	12122018	064850	10.77	-47.75	1175.8	-2	19.31	248.25	0	4000	400	76	204.7260464
29	57	12122018	064851	10.74	-48.47	1175.8	-2	19.31	248.25	0	4000	400	76	204.7260464
29	58	12122018	064848	11.59	-49.65	848.4	-2	11.2	528.89	0	4000	400	76	204.7260464
29	58	12122018	064849	11.6	-48.26	848.4	-2	11.2	528.89	0	4000	400	76	204.7260464
29	58	12122018	064850	11.57	-47.88	848.4	-2	11.2	528.89	0	4000	400	76	204.7260464
29	58	12122018	064851	11.56	-48.36	848.4	-2	11.2	528.89	0	4000	400	76	204.7260464
29	59	12122018	064852	10.06	-48.68	305.8	-2	6.27	225.63	0	4000	400	76	291.2535906
29	59	12122018	064852	10.06	-48.44	365.2	-2	7.01	226.7	0	4000	400	76	291.2535906
29	59	12122018	064854	10.12	-49.78	202.8	-2	5.63	229.23	0	4000	400	76	292.9949196
29	59	12122018	064855	10.09	-49.83	304.1	-2	5.6	399.57	0	4000	400	76	292.9949196
29	60	12122018	064852	13.07	-44.09	655.5	-2	8.99	368.78	0	4000	400	76	291.2535906
29	61	12122018	064852	10.76	-50.05	362.8	-2	9.75	183.94	0	4000	400	76	291.2535906
29	61	12122018	064854	11.04	-51.87	187.6	-2	6.15	125.43	0	4000	400	76	292.9949196
29	61	12122018	064855	10.99	-52.21	435	-2	10.3	187.47	0	4000	400	76	292.9949196
29	61	12122018	064856	11.49	-48.2	628	-2	10.94	391.84	0	4000	400	76	294.3587245
29	61	12122018	064857	11.47	-47.77	553.1	-2	11.04	326.53	0	4000	400	76	294.3587245
29	61	12122018	064858	11.45	-49.41	839.6	-2	11.71	391.56	0	4000	400	76	294.3587245
29	61	12122018	064859	11.43	-46.93	816.9	-2	11.54	326.72	0	4000	400	76	294.3587245
29	62	12122018	064859	11.37	-46.59	1221.6	-2	16.62	326.63	0	4000	400	76	204.7260464
29	62	12122018	064900	11.4	-48.63	1221.6	-2	16.62	326.63	0	4000	400	76	204.7260464
29	62	12122018	064901	11.4	-47.04	1221.6	-2	16.62	326.63	0	4000	400	76	204.7260464
29	62	12122018	064902	11.37	-47.58	1221.6	-2	16.62	326.63	0	4000	400	76	204.7260464
29	63	12122018	064859	10.34	-47.53	1166.3	-2	17.12	347.55	0	4000	400	76	204.7260464
29	63	12122018	064900	10.39	-48.3	1166.3	-2	17.12	347.55	0	4000	400	76	204.7260464
29	63	12122018	064901	10.41	-48.77	1166.3	-2	17.12	347.55	0	4000	400	76	204.7260464
29	63	12122018	064902	10.37	-49.12	1166.3	-2	17.12	347.55	0	4000	400	76	204.7260464
29	64	12122018	064903	11.33	-47.83	1220.7	-2	16.14	324.1	0	4000	400	76	298.1045633
29	64	12122018	064904	11.35	-47.31	1335	-2	18.05	324.1	0	4000	400	76	298.1045633
29	64	12122018	064906	11.36	-47.07	966.4	-2	15.02	324.1	0	4000	400	76	298.1045633
29	64	12122018	064907	11.31	-46.96	965.6	-2	15.02	324.1	0	4000	400	76	298.1045633
29	64	12122018	064907	12.2	-52.74	522.5	-2	7.99	274.88	0	4000	400	76	300.6796843
29	65	12122018	064903	10.09	-47.63	2002	-2	27.03	446.21	0	4000	400	76	298.1045633
29	65	12122018	064904	9.97	-49.62	3348.7	-2	51.92	446.21	0	4000	400	76	298.1045633
29	65	12122018	064906	9.95	-49.73	3039.8	-2	51.92	390.7	0	4000	400	76	298.1045633
29	65	12122018	064907	9.83	-45.24	3805.1	-2	60.6	390.92	0	4000	400	76	298.1045633
29	65	12122018	064907	10.69	-47.84	3376.2	-2	59.65	357.94	0	4000	400	76	300.6796843
29	65	12122018	064908	10.45	-48.7	3264.6	-2	58.84	357.63	0	4000	400	76	300.6796843
29	65	12122018	064910	10.46	-49.16	3349.3	-2	59.12	357.63	0	4000	400	76	300.6796843
29	65	12122018	064911	10.39	-49.24	2900.8	-2	58.19	297.6	0	4000	400	76	300.6796843
29	65	12122018	064911	10.59	-50.15	2225.2	-2	38.1	252.13	0	4000	400	76	302.8479247
29	65	12122018	064912	10.75	-49.93	2420.3	-2	42.17	293.32	0	4000	400	76	302.8479247
29	65	12122018	064914	10.75	-48.69	2417.9	-2	42.84	315.13	0	4000	400	76	302.8479247
29	65	12122018	064914	10.87	-48.42	2247.2	-2	36.52	314.99	0	4000	400	76	302.8479247
29	65	12122018	064915	10.94	-48.34	2414.6	-2	39.24	320.73	0	4000	400	76	303.6091627
29	65	12122018	064917	10.98	-47.96	2548.4	-2	39.5	320.35	0	4000	400	76	303.6091627
29	65	12122018	064918	10.93	-48.56	2559.5	-2	40.48	374.93	0	4000	400	76	303.6091627
29	65	12122018	064919	10.96	-47.84	2123.4	-2	38.91	318.86	0	4000	400	76	303.6091627
29	65	12122018	064920	11.62	-46.05	1962.1	-2	37.12	336.71	0	4000	400	76	305.9007149
29	65	12122018	064921	11.44	-47.27	1645.3	-2	37.31	273.21	0	4000	400	76	305.9007149
29	65	12122018	064922	11.1	-48.74	1001.1	-2	18.02	254.35	0	4000	400	76	305.9007149
29	65	12122018	064923	11.2	-42.34	1229.2	-2	22.17	254.35	0	4000	400	76	305.9007149
29	65	12122018	064924	11.1	-48.1	989.2	-2	15.57	254.82	0	4000	400	76	306.48435
29	65	12122018	064925	11.05	-46.91	950.9	-2	15.5	251.08	0	4000	400	76	306.48435
29	66	12122018	064924	10.68	-46.88	209.7	-2	4.77	179.97	0	4000	400	76	306.48435
29	66	12122018	064925	10.67	-49.72	262.1	-2	4.89	239.96	0	4000	400	76	306.48435
29	66	12122018	064926	10.96	-47.65	1457.5	-2	26.27	299.95	0	4000	400	76	306.48435
29	66	12122018	064927	10.71	-48.53	2153	-2	36.02	311.9	0	4000	400	76	306.48435
29	66	12122018	064928	11.12	-49.55	2215.9	-2	35.57	263.42	0	4000	400	76	301.4323889
29	66	12122018	064928	11.04	-48.77	1512.2	-2	26.39	256.49	0	4000	400	76	301.4323889
29	66	12122018	064929	10.83	-47.73	1907.8	-2	39.41	294.49	0	4000	400	76	301.4323889
29	66	12122018	064930	10.69	-48.7	2203.4	-2	42.08	351.17	0	4000	400	76	301.4323889
29	66	12122018	064931	10.94	-48.55	1943	-2	29.9	367.69	0	4000	400	76	292.2411494
29	66	12122018	064932	10.91	-47.68	1568.7	-2	25.51	306.9	0	4000	400	76	292.2411494
29	66	12122018	064934	10.83	-47.54	1936.5	-2	26.92	424.74	0	4000	400	76	292.2411494
29	66	12122018	064934	10.86	-45.16	1579	-2	20.69	424.74	0	4000	400	76	292.2411494
29	67	12122018	064935	10.75	-48.88	1430.3	-2	22.15	366.82	0	4000	400	76	204.7260464
29	67	12122018	064936	10.75	-48.99	1430.3	-2	22.15	366.82	0	4000	400	76	204.7260464
29	67	12122018	064938	10.75	-48	1430.3	-2	22.15	366.82	0	4000	400	76	204.7260464
29	67	12122018	064938	10.64	-42.04	1430.3	-2	22.15	366.82	0	4000	400	76	204.7260464
29	68	12122018	064939	10.62	-48.66	1410.7	-2	25.79	366.59	0	4000	400	76	281.5345949
29	68	12122018	064940	10.41	-47.3	1686.2	-2	27.82	366.84	0	4000	400	76	281.5345949
29	68	12122018	064941	10.54	-49.32	1481.7	-2	27.65	360.83	0	4000	400	76	281.5345949
29	68	12122018	064942	10.48	-49.98	1807.6	-2	32.95	420.19	0	4000	400	76	281.5345949
29	68	12122018	064943	10.7	-49.48	1950.6	-2	32.26	366.25	0	4000	400	76	276.7362092
29	68	12122018	064944	10.67	-42.44	1221.5	-2	18.52	366.2	0	4000	400	76	276.7362092
29	68	12122018	064945	10.61	-49.57	1653.3	-2	24.15	366.25	0	4000	400	76	276.7362092
29	68	12122018	064946	10.56	-47.56	1555.8	-2	24.15	366.25	0	4000	400	76	276.7362092
29	69	12122018	064947	10.77	-48.77	1377	-2	16.74	366.03	0	4000	400	76	204.7260464
29	69	12122018	064948	10.75	-48.8	1377	-2	16.74	366.03	0	4000	400	76	204.7260464
29	69	12122018	064949	10.75	-48.88	1377	-2	16.74	366.03	0	4000	400	76	204.7260464
29	69	12122018	064950	10.75	-48.61	1377	-2	16.74	366.03	0	4000	400	76	204.7260464
29	70	12122018	064951	10.63	-49.32	2067.6	-2	29.2	369.34	0	4000	400	76	263.4435944
29	70	12122018	064952	10.64	-48.71	2517.2	-2	29.82	370.33	0	4000	400	76	263.4435944
29	70	12122018	064953	10.6	-48.86	2313.2	-2	29.87	369.34	0	4000	400	76	263.4435944
29	70	12122018	064954	10.59	-48.73	2557.4	-2	29.9	369.34	0	4000	400	76	263.4435944
29	70	12122018	064954	10.67	-48.99	3030.2	-2	35.74	373.58	0	4000	400	76	260.0472449
29	70	12122018	064956	10.59	-48.65	2723.2	-2	29.63	372.49	0	4000	400	76	260.0472449
29	70	12122018	064957	10.58	-48.77	2808.7	-2	30.47	371.65	0	4000	400	76	260.0472449
29	70	12122018	064958	10.51	-48.97	2678.1	-2	31.4	365.83	0	4000	400	76	260.0472449
29	70	12122018	064958	10.63	-48.89	2897.5	-2	32.14	430.64	0	4000	400	76	255.8960308
29	70	12122018	065000	10.57	-49.01	3019.7	-2	32.92	430.47	0	4000	400	76	255.8960308
29	70	12122018	065001	10.54	-48.73	2967.3	-2	33.02	431.19	0	4000	400	76	255.8960308
29	70	12122018	065001	10.54	-49.06	3237.8	-2	34.54	431.19	0	4000	400	76	255.8960308
29	70	12122018	065002	10.77	-49.29	3379	-2	39.86	375.75	0	4000	400	76	250.4547734
29	70	12122018	065003	10.74	-48.71	2777.3	-2	38.98	375.75	0	4000	400	76	250.4547734
29	70	12122018	065005	10.84	-47.83	3747.1	-2	51.54	438.37	0	4000	400	76	250.4547734
29	70	12122018	065005	10.68	-47.55	3316.2	-2	47.89	438.37	0	4000	400	76	250.4547734
29	71	12122018	065006	10.39	-48.79	1262.5	-2	17.21	415.76	0	4000	400	76	204.7260464
29	71	12122018	065007	10.45	-47.55	1262.5	-2	17.21	415.76	0	4000	400	76	204.7260464
29	71	12122018	065008	10.38	-48.95	1262.5	-2	17.21	415.76	0	4000	400	76	204.7260464
29	71	12122018	065009	10.37	-49.8	1262.5	-2	17.21	415.76	0	4000	400	76	204.7260464
29	72	12122018	065010	10.77	-49.5	1349.6	-2	25.82	413.89	0	4000	400	76	247.1421664
29	72	12122018	065011	10.77	-49.29	2124	-2	26.37	414.84	0	4000	400	76	247.1421664
29	72	12122018	065012	10.78	-49.61	1633.9	-2	25.82	364.32	0	4000	400	76	247.1421664
29	72	12122018	065013	10.62	-42.08	1982.8	-2	25.96	424.84	0	4000	400	76	247.1421664
29	72	12122018	065014	11.02	-46.86	2224.6	-2	28.89	375.02	0	4000	400	76	241.932927
29	72	12122018	065015	10.9	-50.08	1853.2	-2	26.13	375.02	0	4000	400	76	241.932927
29	72	12122018	065016	10.86	-49.97	2473.8	-2	26.75	416.55	0	4000	400	76	241.932927
29	72	12122018	065017	10.91	-48.54	1725.9	-2	26.49	416.22	0	4000	400	76	241.932927
29	73	12122018	065018	11.23	-49.21	546.3	-2	8.42	256.04	0	4000	400	76	204.7260464
29	73	12122018	065019	11.23	-49.29	546.3	-2	8.42	256.04	0	4000	400	76	204.7260464
29	73	12122018	065020	11.23	-49.38	546.3	-2	8.42	256.04	0	4000	400	76	204.7260464
29	73	12122018	065021	11.22	-49.54	546.3	-2	8.42	256.04	0	4000	400	76	204.7260464
29	74	12122018	065022	11	-48.59	1320.3	-2	27.03	317.62	0	4000	400	76	234.0655753
29	74	12122018	065023	11.07	-50.01	1938.7	-2	27.7	382.82	0	4000	400	76	232.2226978
29	74	12122018	065024	11.17	-46.93	1683.3	-2	27.46	380.66	0	4000	400	76	232.2226978
29	74	12122018	065025	11.05	-48.25	2214.9	-2	35.45	383.22	0	4000	400	76	232.2226978
29	74	12122018	065026	11.28	-49.82	1520.3	-2	25.27	321.1	0	4000	400	76	229.6832437
29	74	12122018	065027	11.4	-48.28	1163	-2	18.81	321.1	0	4000	400	76	229.6832437
29	74	12122018	065028	11.31	-49.07	1146.2	-2	15.76	388.64	0	4000	400	76	229.6832437
29	74	12122018	065029	11.26	-50.83	711.8	-2	11.8	388.19	0	4000	400	76	229.6832437
29	75	12122018	065030	10.91	-49.93	297.7	-2	6.34	245.27	0	4000	400	76	204.7260464
29	75	12122018	065031	10.9	-48.76	297.7	-2	6.34	245.27	0	4000	400	76	204.7260464
29	75	12122018	065032	10.9	-49.24	297.7	-2	6.34	245.27	0	4000	400	76	204.7260464
29	75	12122018	065033	10.91	-48.81	297.7	-2	6.34	245.27	0	4000	400	76	204.7260464
29	76	12122018	065034	11	-46.51	562.1	-2	7.72	311.83	0	4000	400	76	225.6433839
29	76	12122018	065035	10.96	-50.19	618.9	-2	8.32	311.86	0	4000	400	76	225.6433839
29	76	12122018	065036	11.03	-44.76	288.1	-2	6.84	186.13	0	4000	400	76	225.6433839
29	76	12122018	065037	10.98	-46	305.3	-2	6.84	186.19	0	4000	400	76	225.6433839
29	76	12122018	065038	11.05	-44.28	186.5	-2	4.62	186.79	0	4000	400	76	221.3601719
29	77	12122018	065039	12.03	-50.2	157.7	-2	3.58	271.94	0	4000	400	76	221.3601719
29	77	12122018	065041	12.03	-47.17	151.6	-2	3.79	271.77	0	4000	400	76	221.3601719
29	77	12122018	065042	12.03	-49.54	273.6	-2	4.2	271.84	0	4000	400	76	218.4926118
