set	Minutos	Zfin	SD_Zfin	 Zsup	SD_Zsup
16	648	92.075959	8.590129973	22.079796	0.195278814
16	649	94.88554629	7.500994841	22.5103675	0.100050836
16	650	84.05601857	1.79242287	23.149701	0.632775895
16	651	78.863063	0	51.12262477	19.70748533
16	652	77.9497295	0.258329442	60.5963871	12.61209307
16	653	64.2131891	6.174628729	25.17933189	6.747827697
16	654	77.0363958	0.885510054	25.93185638	4.438936196
16	655	71.60205925	0.705497335	40.98461945	4.574168706
16	656	106.7548692	9.249919923	44.10656055	3.686150924
16	657	90.5172028	3.573458929	47.53571388	6.288468554
16	658	104.5929804	15.20508333	38.00659767	5.323665796
16	659	124.4079711	2.534397055	51.3351824	4.591404301
16	700	99.260849	6.478533995	62.63181686	2.255591752
16	701	72.043504	0.105462842	39.29080045	10.20918401
16	702	70.46039233	0.1826665	19.95303283	1.518442952
16	703	73.885394	2.470507494	32.68262281	5.841993573
16	704	82.090176	0.105462842	50.71833077	4.778788075
16	705	81.3899535	7.713138543	44.3025121	10.01647717
16	706	68.0857245	0.210925106	21.26214433	1.159130742
16	707	73.12210829	4.025384762	20.77503325	0.577642825
16	708	76.062173	6.302003377	21.20125533	0.527313631
16	709	71.51072613	6.984295456	17.9436984	0.731934604
16	710	57.052652	5.271447836	20.98379514	4.34632855
16	711	71.73905975	1.075512703	60.00272025	4.757107812
16	712	117.4318423	30.00546766	53.41149483	8.692072135
16	713	86.69743667	18.19425008	28.42094186	7.881831695
16	714	68.5423915	0.904154107	20.30531871	0.982882497
16	715	72.1409256	35.51856237	24.95353538	1.973278113
16	716	109.45974	0.387494516	50.1113152	10.61795249
16	717	92.17490125	10.31168838	51.46304925	5.536540764
16	718	54.3126508	6.739636196	34.1462402	4.152204446
16	719	61.7654544	7.333564154	22.73870125	0.0913335
16	720	81.1007315	4.274493377	26.255036	#¡DIV/0!
16	721	103.6144075	21.57053631	26.52903625	1.889519643
16	722	126.8261314	15.86393868	28.507926	0.210925683
16	723	76.57142582	7.623734165	38.9808205	2.595325588
16	724	88.1181795	3.447840342	28.36875143	2.450407501
16	725	81.01291069	8.745826223	25.09814633	0.279027906
16	726	90.32540238	14.59269332	40.22904333	5.30142886
16	727	103.157739	19.83461257	40.8683768	4.786078297
16	728	87.63106767	3.648765536	33.7078402	0.700354981
16	729	87.5580012	2.972477001	44.88704575	6.470289718
16	730	90.24929133	1.476477473	54.11171725	0.380251283
16	731	89.2020022	0.980293012	52.4677165	1.767877376
16	732	89.4577355	0.774989739	52.924383	0
16	733	79.8677305	1.420814404	52.0110495	1.687403734
16	734	94.5724025	18.25790366	50.91504867	2.68960926
16	735	125.07775	0.258334391	50.32138225	0.899529503
16	736	137.49909		50.732382	0.210925683
16	737	149.18976	0.774989032	51.00638217	1.290356946
16	740	125.004684	19.45533918	44.4303785	0.738238737
16	741	88.60529067	1.295947567	39.43313843	2.453971419
16	742	81.48128733	0.527313631	35.3883742	0.341738398
16	743	83.33839825	18.18765254	44.33904543	5.649888301
16	744	93.01932156	20.5773031	29.74875467	4.838917211
17	1100	92.2342702	4.837048816	24.21960629	0.323833469
17	1101	100.1132967	1.216255346	29.22337094	2.58631019
17	1102	89.86873588	8.199246683	14.48133282	2.719666621
17	1103	66.989724	0.949163843	14.16057358	1.750573913
17	1104	79.54806375	5.566842465	17.30436488	2.988151267
17	1105	87.740668	6.164292611	21.95534146	1.796917471
17	1106	89.51862467	4.218507891	19.191921	0.105462842
17	1107	93.23284867	4.796524574	18.13466818	1.870642472
17	1108	92.928404	0.200101673	20.2635662	2.934225085
17	1109	79.06095225	4.409156375	30.723346	1.931170614
17	1110	91.22351433	0.758672188	31.73503888	1.295088657
17	1111	86.8775675	2.028076977	32.3195722	0.870307007
17	1112	127.1936441	18.87422829	26.92481433	1.687403157
17	1113	80.8723978	17.10935326	31.552372	0
17	1114	70.82572571	3.864888017	30.760816	0.105462842
17	1115	73.6753272	4.273387391	31.42189586	0.468262733
17	1116	68.81639144	1.235535208	30.2371716	0.152830177
17	1117	72.58389325	0.617043824	29.9083715	0.49466359
17	1118	66.5147904	3.112311276	27.77725867	0.421850789
17	1119	68.05527983	2.964421296	18.79614333	0.897982281
17	1120	83.2470656	8.210866142	20.77503333	0.316387948
17	1121	84.45723288	9.342797068	23.33236767	0.3653335
17	1122	62.21429286	1.478091113	21.19255743	0.993334829
17	1123	73.072527	6.728184289	19.75731843	1.260520661
17	1124	82.6807988	17.4804127	19.546184	1.408053675
17	1125	63.4635102	3.715978171	22.36227575	1.623535414
18	643	58.0828565	16.85338596	30.342855	14.62700581
18	644	54.0843172	4.482746036	40.34921879	3.396304668
18	645	64.77488963	0.643513989	45.722094	1.120375058
18	646	65.18335267	2.083611374	38.42064233	6.420789585
18	647	75.94039518	4.583989491	14.56436333	4.806600907
18	648	76.62124409	2.668549478	9.5227608	1.333592805
18	649	92.664552	16.27506307	17.8036538	3.324382108
18	650	67.081057	1.420813697	21.9989006	1.461460862
18	651	62.81883283	1.055154237	19.8616995	0.210925106
18	652	74.29639418	6.669213171	14.686141	3.281229305
18	653	62.94061058	1.226190832	10.62398029	0.363152439
18	654	90.34296685	7.685708469	9.293122571	0.891322761
18	655	55.1163842	14.74348241	21.23170025	8.336891556
18	656	50.85416	1.216255095	28.78192617	0.647544531
18	657	55.23816233	2.327358851	23.4054344	2.519874574
18	658	51.463049	0.563016857	28.2187035	0.639333571
18	659	51.4021605	1.969641358	40.32037667	0.94916442
18	700	64.88905617	4.692438489	31.2601052	5.814716829
18	701	119.9082848	15.54756594	25.0859688	2.052868842
18	702	137.4382047	11.68258334	31.34360986	0.826578526
18	703	87.083068	16.27477816	29.3969044	1.525021346
18	704	62.057721		25.18513071	2.716414182
18	705	56.029718	0	17.91325433	0.527313631
18	706	62.76809211	8.091356324	17.16736475	0.229850934
18	707	64.32521283	6.0544819	18.575638	0.960219317
19	1022	64.2338795	2.944189712	36.41978858	5.553757039
19	1023	63.0014995	0.213545979	27.30805618	2.681944798
19	1024	75.06620421	10.68301541	21.5422336	0.850921329
19	1025	74.11372764	7.401949365	14.9418746	2.51738272
19	1026	87.00188244	2.994719832	15.16716355	4.135868001
19	1027	65.3091895	7.625860165	12.66158475	2.554318187
19	1028	67.06800971	0.255236076	15.71516385	2.290035319
19	1029	67.263724	3.487452059	19.9164996	3.027410334
19	1030	75.81861717	3.58076543	11.96136175	0.304879098
19	1031	78.375952	4.670938156	11.41336167	0.908755649
19	1032	66.12205663	0.27181693	15.56903064	1.10706853
19	1033	73.54289388	1.67825625	20.78721107	3.481958236
19	1034	72.01305988	8.950937679	20.54669975	1.828949532
19	1035	83.21662117	3.113740604	13.92502975	0.823690201
19	1036	68.0857244	3.020912563	19.33653263	3.005389557
19	1037	64.7368335	0.618554698	23.35266422	0.608889104
19	1038	90.675514	14.28572048	25.54097491	0.602825538
19	1039	85.23030486	15.98149	25.585258	0.279028451
19	1040	80.78106417	5.245749502	23.08881233	3.379746383
19	1041	76.94464822	6.787474562	16.10963633	4.15670678
20	1713	86.82837279	11.33064642	37.00714911	6.44080484
20	1714	104.223299	1.302950567	30.586848	3.397366566
20	1715	103.2856095	1.451278391	18.96241685	3.407164942
20	1716	94.38973811	3.368208608	13.5414292	0.936779471
20	1717	84.61706625	2.912865915	10.72836136	0.788125851
20	1718	79.0274635	0.303835179	9.371408143	0.232428783
20	1719	77.18861817	4.888398146	8.64291575	0.501515296
20	1721	58.13038583	1.983427827	12.4636955	0.551036509
20	1722	63.41467429	2.137687884	11.7330285	0.105462842
20	1723	61.74457829	2.340973057	14.76732611	1.410337837
20	1724	57.399719	0.105462264	17.6696982	1.597681705
20	1725	61.82938775	2.735212912	19.0214324	0.100050289
20	1726	64.02138913	0.688687355	17.22317956	1.696715212
20	1727	63.2450555	0.129165074	16.8659646	2.970730319
20	1728	56.943052	4.995860938	16.52803108	3.451936133
20	1729	57.65342278	2.948872363	19.25749392	6.118829537
20	1730	60.70076829	1.278045685	25.585258	0.210925683
20	1731	62.08816567	1.267747748	28.73118556	4.207397737
20	1732	63.85829371	0.859560343	21.03888522	9.709778459
20	1733	64.554167	0.558055921	7.836137667	2.009837613
20	1734	66.62439	0	17.48703157	2.020374835
20	1735	57.03438538	4.81215102	24.91548	0.105462842
20	1736	54.888051	0.212800309	25.1590355	0.394605357
20	1737	48.18178638	7.965115444	16.17593086	3.906846923
22	1037	65.8752082	1.970515602	36.56337164	6.362658609
22	1038	64.67859222	1.950042832	36.48437464	2.990383827
22	1039	68.64387289	1.049288748	34.911411	2.611363569
22	1040	66.21556476	1.137685062	36.5026415	2.499339918
22	1041	64.67594478	1.728108707	21.15441808	5.160382555
22	1042	62.01205458	2.365228344	17.98696153	5.142804632
22	1043	51.7918496	3.252631285	34.15029933	5.259054622
22	1044	49.0274925	1.27431073	32.74985433	4.422942052
22	1045	54.87282856	2.621761138	34.42284986	0.376049462
22	1046	60.75622063	0.853647668	33.091992	1.553051042
22	1047	69.69135925	5.47769412	35.78333324	4.589079164
24	639	61.98829	5.397071845	34.87494925	9.922612835
24	640	60.96172089	0.91333385	34.596818	2.57197141
24	641	59.3420754	2.145700645	22.98364045	4.074291453
24	642	62.86449958	2.69980612	21.77139745	1.601569088
24	643	60.96172057	0.753154365	24.31420169	0.699162916
24	644	59.16315554	2.706147294	23.12159846	2.911082221
24	645	68.64777592	4.080099436	25.25036893	1.125463702
24	646	57.91727483	2.795855925	23.98692375	3.755251629
24	647	67.86880756	9.335497293	34.73599271	0.445661193
24	648	71.35449811	6.598767743	38.81845011	1.623006742
24	649	62.7153216	5.80664526	41.3615772	1.921718462
24	650	55.61871788	1.050475479	31.51583873	1.490722054
24	651	50.2574486	7.179317548	33.63196285	2.362386247
24	652	54.2395839	3.378978611	39.5897095	5.683255495
24	653	60.2310535	0.421850789	35.2970405	0.69076064
24	654	58.267386	0.882814491	34.97737375	1.690460948
24	655	72.86115529	10.59174727	37.58037538	2.546126373
24	656	61.258554	1.134205678	43.39526717	0.335165682
24	657	63.67562671	2.687599691	46.5858467	2.504674539
24	658	63.54949983	1.110617875	46.25704658	2.220188538
24	659	71.36067843	6.224896805	39.1102095	2.283465011
24	700	58.185186	1.457905041	31.91770575	4.848663321
24	701	58.55660817	2.067983655	36.45393033	3.971466917
24	702	64.2131892	2.143514799	41.94154413	2.758963656
24	703	58.63271925	0.376577102	40.2594875	2.46069581
24	704	61.245869	6.584313949	42.90054463	1.581752187
24	705	66.98972371	3.635022454	48.35771417	1.830317478
24	706	80.58824933	12.32361542	45.13613691	2.78262411
24	707	70.2959922	8.154774943	35.93637457	0.723015721
24	708	72.33925057	8.37663005	39.19116418	1.188929442
24	709	74.0589277	13.76064015	36.7401082	3.978987394
24	710	69.181725	3.506535571	44.05199771	1.422211254
24	711	65.95461233	4.234298033	40.13770989	2.462616246
24	712	67.610791	0.331830754	42.45148867	2.06879002
24	713	68.67939138	2.305925639	44.7500455	0.524670113
24	714	66.48231644	0.489957227	44.1563785	0.210925106
24	715	71.63467871	2.623578672	43.33437825	0.316388236
24	716	65.841533	1.015482072	40.05467955	1.949258326
24	717	68.89757678	1.506616364	43.9371784	1.369391834
24	718	65.1995894	0.238168629	45.435046	0.632775895
24	719	68.5058579	4.128834559	43.973712	0.537756295
24	720	72.20587478	8.509267628	45.0331788	0.081690719
24	721	70.31093755	6.755617539	48.51428586	3.082739115
24	722	66.10248514	2.086532485	44.782665	2.711144711
24	723	68.78594708	3.553013346	43.8275784	2.908425958
24	724	66.12205663	3.057768893	38.28059783	2.984613224
24	725	63.12327733	3.646783898	49.6363815	3.102109609
24	726	80.67450875	9.660937822	44.704379	3.169149652
24	727	84.92151083	11.53113044	42.28404425	0.95936272
24	728	64.9803894	5.833272988	34.97085014	4.497603184
24	729	67.87261333	3.920177831	28.49270375	2.151948576
24	730	63.5190555	0.210925106	36.06685057	2.234003645
24	731	66.40204871	2.504739017	35.92528275	10.67640228
25	1236	55.36642223	6.315880345	22.939049	2.141042865
25	1237	65.3409108	0.843930907	26.76937362	1.258401663
25	1238	69.59119593	2.203671535	21.64014688	2.567128022
25	1239	61.87387614	5.910779914	18.65688433	0.144233093
25	1240	37.11353036	8.715174	14.1416762	3.314615023
25	1241	25.79252575	4.120487641	9.204718154	1.094767558
25	1242	55.5203331	5.625396383	6.96572075	0.756364415
25	1243	66.2923298	0.334390597	8.820181333	1.375895357
25	1244	70.01737625	0.308784081	16.75111482	8.989958817
25	1245	68.162916		23.65586475	5.520565407
25	1247	69.13046		13.1472555	0.623853194
25	1248	69.13046		29.1386175	0.912209467
25	1249	68.162916		30.5899345	0.436687005
25	1250	68.5660595	0.570131005	33.06254833	1.303428277
25	1251	73.82484356	2.684396594	31.342469	1.445332214
25	1252	67.356629		26.0102236	1.293079395
25	1253	66.5503415	1.140262718	27.52604333	1.05743538
25	1254	73.282839	6.201426289	26.881013	#¡DIV/0!
25	1255	64.453995		28.2248255	2.318221512
25	1256	66.12032167	1.463212991	29.864276	1.508425336
25	1257	64.73619575	1.014555745	30.80494467	0.931020033
25	1258	72.033094	1.966194938	32.96272229	0.754725318
25	1259	80.91691245	7.135693061	36.1533155	0.465510016
25	1300	63.432698	0.186204122	31.77248867	2.487061502
25	1301	65.09902471	1.015623343	21.882033	0.98881194
25	1302	63.48645		25.33754957	1.921282015
25	1303	61.4707325	1.254287929	26.50090671	1.398115065
25	1304	66.23836883	1.954040046	25.65060156	2.752526454
26	1550	74.9872678	12.55596041	23.79661195	2.707727007
26	1551	63.7081795	4.278588826	28.02678984	2.456137951
26	1552	55.49268929	2.70614287	27.41440331	2.651679442
26	1553	64.40792129	8.991886581	23.204344	3.855510022
26	1554	73.71733844	4.674411589	29.746434	1.117522776
26	1555	63.64770788	0.72116524	21.71069706	2.492957647
26	1556	61.47073243	0.622140784	26.99619736	4.482942434
26	1557	72.70744336	6.034484023	29.084865	3.926774689
26	1558	61.09446517	0.295882933	19.64746586	1.239218381
26	1559	69.800299	7.91280828	10.53258152	4.357376214
26	1600	72.78562889	2.846090889	17.9888179	5.479024744
26	1601	67.78664867	2.377293958	22.35572669	3.684991008
26	1602	64.49430925	0.357564893	21.09040577	1.486227947
26	1609	64.21210875	2.145390223	27.22833715	6.872179771
26	1610	91.432363	18.8308744	24.76930905	3.854661357
26	1611	70.5817773	4.983060649	20.67260243	4.210189966
26	1612	70.45075569	5.108992003	32.52502325	0.542873441
26	1613	62.3253968	0.349597906	33.472411	0.40829394
26	1614	88.412242	23.34356065	35.105142	0
26	1615	86.97312094	25.57525462	29.3966292	1.768693599
26	1616	55.68562225	4.439654948	28.77212355	3.40409123
26	1617	65.1796535	1.482341179	29.34949269	2.962769605
26	1618	66.98036133	0.09310235	29.41715309	1.232519414
26	1619	64.469808	4.502508624	30.79292211	4.111834344
27	915	67.2269975	3.921617744	28.9232595	12.61939461
27	916	71.82940058	7.797786095	42.23070513	2.805582014
27	917	72.59275241	4.702153697	45.41095836	1.320844168
27	918	66.99013436	1.742909866	46.55442011	1.670007382
27	919	69.68590283	1.383016844	40.55765938	13.34528658
27	920	66.34876988	1.351102419	14.14167618	5.807506795
27	921	64.9377674	3.072971127	30.001819	2.454837296
27	922	71.43898789	3.487310813	32.0896284	1.332042269
27	923	63.88063533	2.221480079	40.6282095	1.548826682
27	924	57.9714462	2.88245595	35.658025	5.608533363
27	925	62.54040673	5.056562647	26.9616422	2.372732026
27	926	63.32519292	2.524936523	34.60121294	2.818931923
27	927	63.41734014	0.773917565	37.524004	3.453570494
27	928	67.947906	2.806108683	32.84753845	1.543360706
27	929	68.34020979	2.657592134	37.96831127	5.62613
28	1442	67.5495125	3.465512657	29.4070315	13.30355153
28	1443	58.97124243	1.912561148	36.99625218	0.353965882
28	1444	55.84687963	0.835420803	36.35488765	2.723532447
28	1445	62.0028819	5.178012652	36.30561444	3.246997102
28	1446	81.19405219	5.038519123	43.4905289	2.443350496
28	1447	65.5505453	0.895587746	34.2666037	3.846815056
28	1448	62.5672829	2.170229216	29.82762655	1.614332543
28	1449	65.36778711	4.166250296	34.1375979	2.729228473
28	1450	69.16501571	3.387987972	43.27063245	1.087197327
28	1451	73.02079588	5.026776304	41.28667722	3.971322396
28	1452	67.079016	1.779114083	38.23613725	7.395112211
29	645	59.84590763	4.112691489	24.166165	5.891847046
29	646	65.4215395	2.796162338	34.59449417	1.69869725
29	647	66.55034167	4.058756948	34.13759813	2.317687396
29	648	67.876236	2.406436521	30.3157967	3.692173099
29	649	70.96700339	4.832388721	36.21602678	6.960945778
29	650	97.64370645	6.710254136	29.25687307	2.800012537
29	651	68.19223527	11.53206405	14.3674368	4.556104952
29	652	72.07340863	3.32245102	22.84957775	8.236623467
29	653	69.3078437	1.476872987	40.86643055	3.413245742
29	654	69.9905	0.186204122	33.57319667	0.754643441
29	655	89.5779027	8.283743281	38.49154863	1.413715177
29	656	79.40695673	5.770714335	31.43653592	7.337454828
29	657	84.669813	8.015734525	22.93753636	5.06787932
29	658	77.67710431	3.330268656	36.94808486	2.189099882
29	659	62.297177	3.899761035	38.07944633	3.106153906
29	700	73.67254483	8.739150936	23.97837958	2.922114631
29	701	71.58963625	3.674961305	35.68970063	4.648929056
29	702	75.1292368	0.996670104	44.45807343	3.483558825
29	703	78.1340005	1.554831552	30.2674195	2.819535545
29	704	80.23930589	2.88403451	27.30431425	2.09180073
29	705	75.47325267	1.08734222	37.5844755	1.978633235
29	706	81.7246659	3.938593565	36.943477	2.00310041
29	707	90.88229622	4.191487154	50.9406224	1.08414888
29	708	90.68520367	11.92636508	49.89475257	1.782884068
29	709	71.2590586	0.447471258	44.52009562	7.541705706
29	710	74.12944075	0.658330415	33.28523729	5.02898699
29	711	72.4846148	5.03448692	43.1357624	2.326805592
29	712	51.53246463	4.52363429	45.7158814	1.430563381
29	713	58.523773	16.22983587	33.6803535	19.34694146
30	1000	79.46885356	3.834269864	17.83593755	5.04065779
30	1002	76.58285736	9.512018146	17.67693538	2.886509056
30	1003	41.08958489	7.641647927	16.33208983	2.852071697
